make,model,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption,co2,cluster
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,17,259,1
FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,X,36,179,2
FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,X,36,179,2
FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,X,36,182,2
FIAT,500 CABRIO,MINICOMPACT,1.4,4,M5,X,39,166,2
FIAT,500 CABRIO TURBO,MINICOMPACT,1.4,4,M5,X,36,179,2
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,X,36,182,2
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,M5,X,42,156,2
FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,M5,X,36,179,2
FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,AM6,X,32,200,2
FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,M6,X,34,193,2
FORD,C-MAX HYBRID,FULL-SIZE,2.0,4,AV,X,47,138,2
FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,X,17,373,0
FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,E,13,350,0
FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,X,16,396,0
FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,E,13,360,0
FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,X,17,386,0
FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,E,12,368,0
FORD,E350 WAGON,VAN - PASSENGER,6.8,10,A5,X,13,488,0
FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,X,15,421,0
FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,E,12,382,0
FORD,EDGE,SUV - SMALL,2.0,4,A6,X,29,225,2
FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,26,248,1
FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,X,25,264,1
FORD,EDGE AWD,SUV - SMALL,3.7,6,AS6,X,23,281,1
FORD,ESCAPE,SUV - SMALL,1.6,4,AS6,X,31,209,2
FORD,ESCAPE,SUV - SMALL,2.0,4,AS6,X,29,221,2
FORD,ESCAPE,SUV - SMALL,2.5,4,AS6,X,30,216,2
FORD,ESCAPE AWD,SUV - SMALL,1.6,4,AS6,X,30,214,2
FORD,ESCAPE AWD,SUV - SMALL,2.0,4,AS6,X,28,230,2
FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,X,18,368,0
FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,E,13,346,0
FORD,EXPLORER,SUV - STANDARD,2.0,4,A6,X,28,235,2
FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,22,299,1
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,X,24,274,1
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,E,18,254,1
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,23,288,1
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,17,267,1
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,A6,X,22,292,1
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,22,294,1
FORD,F-150,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,18,366,0
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,X,20,317,1
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,21,308,1
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,16,402,0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,X,23,283,1
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,E,17,264,1
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,X,23,283,1
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,E,17,264,1
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,A6,X,19,336,0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,A6,E,14,315,0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,19,336,0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,14,315,0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,X,21,308,1
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,E,16,288,1
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,X,21,308,1
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,E,16,288,1
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,A6,X,19,343,0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,A6,E,14,320,0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,19,340,0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,14,318,0
FORD,F-150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,16,414,0
FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,X,37,175,2
FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,37,175,2
FORD,FIESTA SFE,SUBCOMPACT,1.0,4,M5,X,43,152,2
FORD,FIESTA SFE,SUBCOMPACT,1.6,4,AS6,X,40,161,2
FORD,FIESTA ST,COMPACT,1.6,4,M6,X,35,184,2
FORD,FLEX,SUV - STANDARD,3.5,6,AS6,X,25,264,1
FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,23,278,1
FORD,FLEX AWD (EcoBoost),SUV - STANDARD,3.5,6,AS6,X,22,294,1
FORD,FOCUS,COMPACT,2.0,4,M6,X,32,205,2
FORD,FOCUS FFV,COMPACT,2.0,4,A6,X,37,177,2
FORD,FOCUS FFV,COMPACT,2.0,4,A6,E,27,165,2
FORD,FOCUS FFV,COMPACT,2.0,4,AS6,X,36,179,2
FORD,FOCUS FFV,COMPACT,2.0,4,AS6,E,27,165,2
FORD,FOCUS FFV,COMPACT,2.0,4,M5,X,35,184,2
FORD,FOCUS FFV,COMPACT,2.0,4,M5,E,27,170,2
FORD,FOCUS SFE FFV,COMPACT,2.0,4,A6,X,39,166,2
FORD,FOCUS SFE FFV,COMPACT,2.0,4,A6,E,28,162,2
FORD,FUSION,MID-SIZE,1.5,4,AS6,X,33,196,2
FORD,FUSION,MID-SIZE,1.6,4,M6,X,35,186,2
FORD,FUSION,MID-SIZE,2.0,4,AS6,X,31,207,2
FORD,FUSION,MID-SIZE,2.5,4,AS6,X,32,205,2
FORD,FUSION (Start/Stop),MID-SIZE,1.5,4,AS6,X,35,186,2
FORD,FUSION AWD,MID-SIZE,2.0,4,AS6,X,30,216,2
FORD,FUSION HYBRID,MID-SIZE,2.0,4,AV,X,51,126,2
FORD,MUSTANG,SUBCOMPACT,3.7,6,A6,X,28,235,1
FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,X,27,244,1
FORD,MUSTANG,SUBCOMPACT,5.0,8,A6,X,25,264,0
FORD,MUSTANG,SUBCOMPACT,5.0,8,M6,X,22,292,0
FORD,MUSTANG,SUBCOMPACT,5.8,8,M6,Z,21,304,0
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,3.7,6,A6,X,27,244,1
FORD,TAURUS,FULL-SIZE,2.0,4,AS6,X,31,209,2
FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,24,271,1
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,X,27,237,1
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,E,20,229,1
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,X,25,258,1
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,18,251,1
FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,30,218,2
FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,29,228,2
FORD,TRANSIT CONNECT TAXI,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,28,232,2
FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,27,239,2
GMC,ACADIA,SUV - STANDARD,3.6,6,A6,X,23,283,1
GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,X,22,297,1
GMC,SAVANA 1500 CARGO,VAN - CARGO,4.3,6,A4,X,19,347,0
GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,A4,X,18,366,0
GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,A4,E,14,334,0
GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,X,17,380,0
GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,E,13,344,0
GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,X,17,380,0
GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,E,13,344,0
GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,X,17,380,0
GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,E,12,362,0
GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,X,17,380,0
GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,E,13,344,0
GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,X,17,380,0
GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,E,12,362,0
GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,16,414,0
GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,15,432,0
GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,E,11,411,0
GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,16,419,0
GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,15,435,0
GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,E,11,413,0
GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,X,24,271,1
GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,E,17,269,1
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,22,292,0
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,E,17,270,0
GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,20,324,0
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,22,290,1
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,E,16,285,1
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,22,299,0
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,E,16,277,0
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,20,329,0
GMC,TERRAIN,SUV - SMALL,2.4,4,A6,X,31,209,2
GMC,TERRAIN,SUV - SMALL,3.6,6,A6,X,24,276,1
GMC,TERRAIN,SUV - SMALL,3.6,6,A6,E,17,259,1
GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,X,28,230,2
GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,X,22,290,1
GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,E,17,272,1
GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,20,317,0
GMC,YUKON,SUV - STANDARD,5.3,8,A6,E,15,294,0
GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,20,317,0
GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,E,15,294,0
GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,Z,19,338,0
GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,E,14,322,0
GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,Z,17,377,0
GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,E,13,354,0
GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,X,20,317,0
GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,E,15,294,0
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,20,317,0
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,E,15,294,0
HONDA,ACCORD,MID-SIZE,2.4,4,AV,X,36,182,2
HONDA,ACCORD,MID-SIZE,2.4,4,AV7,X,35,186,2
HONDA,ACCORD,MID-SIZE,2.4,4,M6,X,32,200,2
HONDA,ACCORD,MID-SIZE,3.5,6,A6,X,31,209,1
HONDA,ACCORD,MID-SIZE,3.5,6,AS6,X,29,221,1
HONDA,ACCORD,MID-SIZE,3.5,6,M6,X,26,251,1
HONDA,ACCORD HYBRID,MID-SIZE,2.0,4,AV,X,59,110,2
HONDA,CIVIC,COMPACT,1.8,4,AV,X,40,161,2
HONDA,CIVIC,COMPACT,1.8,4,AV7,X,39,166,2
HONDA,CIVIC,COMPACT,1.8,4,M5,X,37,175,2
HONDA,CROSSTOUR AWD,SUV - SMALL,3.5,6,A6,X,26,246,1
HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,31,209,2
HONDA,CR-V AWD,SUV - SMALL,2.4,4,A5,X,30,216,2
HONDA,CR-Z,TWO-SEATER,1.5,4,AV7,X,45,145,2
HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,41,159,2
HONDA,FIT,STATION WAGON - SMALL,1.5,4,A5,X,38,172,2
HONDA,FIT,STATION WAGON - SMALL,1.5,4,M5,X,37,177,2
HONDA,ODYSSEY,MINIVAN,3.5,6,A6,X,27,244,1
HONDA,PILOT,SUV - SMALL,3.5,6,A5,X,25,265,1
HONDA,PILOT AWD,SUV - SMALL,3.5,6,A5,X,24,276,1
HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A5,X,21,308,1
HYUNDAI,ACCENT,COMPACT,1.6,4,A6,X,37,177,2
HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,37,177,2
HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,A6,X,33,198,2
HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,M6,X,33,196,2
HYUNDAI,EQUUS,FULL-SIZE,5.0,8,A8,Z,21,304,0
HYUNDAI,GENESIS,FULL-SIZE,3.8,6,A8,X,25,255,1
HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,A6,X,25,258,1
HYUNDAI,SANTA FE 4WD,SUV - SMALL,3.3,6,A6,X,24,267,1
HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,A6,X,27,237,2
HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2.0,4,A6,X,25,264,1
HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2.4,4,A6,X,25,255,1
HYUNDAI,SONATA,FULL-SIZE,2.0,4,A6,X,29,221,2
HYUNDAI,SONATA,FULL-SIZE,2.4,4,A6,X,33,196,2
HYUNDAI,SONATA HYBRID,MID-SIZE,2.4,4,AS6,X,46,143,2
HYUNDAI,SONATA HYBRID LIMITED,MID-SIZE,2.4,4,AS6,X,45,145,2
HYUNDAI,TUCSON,SUV - SMALL,2.0,4,A6,X,30,214,2
HYUNDAI,TUCSON,SUV - SMALL,2.0,4,M6,X,28,232,2
HYUNDAI,TUCSON,SUV - SMALL,2.4,4,A6,X,28,230,2
HYUNDAI,TUCSON 4WD,SUV - SMALL,2.0,4,A6,X,27,242,2
HYUNDAI,TUCSON 4WD,SUV - SMALL,2.4,4,A6,X,27,244,1
HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,X,37,177,2
HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,35,184,2
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,A6,X,32,202,2
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,X,33,196,2
INFINITI,Q50,MID-SIZE,3.7,6,AS7,Z,28,235,1
INFINITI,Q50 AWD,MID-SIZE,3.7,6,AS7,Z,26,248,1
INFINITI,Q50 HYBRID,COMPACT,3.5,6,AS7,Z,38,172,2
INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,34,189,2
INFINITI,Q60 AWD COUPE,SUBCOMPACT,3.7,6,AS7,Z,25,265,1
INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,AS7,Z,24,269,1
INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,M6,Z,23,283,1
INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6,AS7,Z,25,255,1
INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6,M6,Z,24,267,1
INFINITI,Q70,MID-SIZE,3.7,6,AS7,Z,26,253,1
INFINITI,Q70,MID-SIZE,5.6,8,AS7,Z,23,283,0
INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,24,267,1
INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,22,294,0
INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,37,175,2
INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Z,24,271,1
INFINITI,QX60,SUV - SMALL,3.5,6,AV,Z,27,244,1
INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV,Z,26,253,1
INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV,X,33,196,2
INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,22,294,1
INFINITI,QX70 AWD,SUV - SMALL,5.0,8,AS7,Z,19,334,0
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,19,345,0
JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Z,27,237,1
JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Z,27,244,1
JAGUAR,F-TYPE V8 S CONVERTIBLE,TWO-SEATER,5.0,8,AS8,Z,22,294,0
JAGUAR,XF,MID-SIZE,2.0,4,AS8,Z,27,242,2
JAGUAR,XF 3.0L AWD,MID-SIZE,3.0,6,AS8,Z,23,281,1
JAGUAR,XFR,MID-SIZE,5.0,8,AS8,Z,21,306,0
JAGUAR,XFR,MID-SIZE,5.0,8,AS8,E,16,290,0
JAGUAR,XFR-S,MID-SIZE,5.0,8,AS8,Z,21,306,0
JAGUAR,XJ AWD,FULL-SIZE,3.0,6,AS8,Z,23,285,1
JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Z,21,306,0
JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,AS8,E,16,280,0
JAGUAR,XJL AWD PORTFOLIO,FULL-SIZE,3.0,6,AS8,Z,23,285,1
JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Z,21,306,0
JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8,AS8,E,16,280,0
JAGUAR,XJR,FULL-SIZE,5.0,8,AS8,Z,21,306,0
JAGUAR,XJR LWB,FULL-SIZE,5.0,8,AS8,Z,21,306,0
JAGUAR,XK CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Z,22,301,0
JAGUAR,XK COUPE,MINICOMPACT,5.0,8,AS6,Z,22,290,0
JAGUAR,XKR CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Z,21,315,0
JAGUAR,XKR COUPE,MINICOMPACT,5.0,8,AS6,Z,21,310,0
JAGUAR,XKR-S CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Z,21,315,0
JAGUAR,XKR-S COUPE,MINICOMPACT,5.0,8,AS6,Z,21,310,0
JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,30,218,2
JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,27,242,1
JEEP,CHEROKEE 4X4,SUV - SMALL,2.4,4,A9,X,28,230,2
JEEP,CHEROKEE 4X4,SUV - SMALL,3.2,6,A9,X,26,248,1
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,28,232,2
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,A9,X,26,253,1
JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,2.4,4,A9,X,26,251,1
JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6,A9,X,24,267,1
JEEP,COMPASS,SUV - SMALL,2.0,4,AV,X,29,228,2
JEEP,COMPASS,SUV - SMALL,2.0,4,A6,X,29,225,2
JEEP,COMPASS,SUV - SMALL,2.0,4,M5,X,31,209,2
JEEP,COMPASS,SUV - SMALL,2.4,4,A6,X,29,225,2
JEEP,COMPASS,SUV - SMALL,2.4,4,M5,X,30,216,2
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A6,X,28,235,2
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,X,30,216,2
JEEP,COMPASS 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,25,255,1
JEEP,GRAND CHEROKEE 4X4 (MDS),SUV - STANDARD,5.7,8,A8,X,19,340,0
JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV - STANDARD,3.0,6,A8,D,29,267,1
JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,X,23,278,1
JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,E,18,250,1
JEEP,GRAND CHEROKEE SRT 4X4 (MDS),SUV - STANDARD,6.4,8,A8,Z,18,363,0
JEEP,PATRIOT,SUV - SMALL,2.0,4,AV,X,29,228,2
JEEP,PATRIOT,SUV - SMALL,2.0,4,A6,X,29,225,2
JEEP,PATRIOT,SUV - SMALL,2.0,4,M5,X,31,209,2
JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,X,29,225,2
JEEP,PATRIOT,SUV - SMALL,2.4,4,M5,X,30,216,2
JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,A6,X,28,235,2
JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,M5,X,30,216,2
JEEP,PATRIOT 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,25,255,1
JEEP,WRANGLER 4X4 (2-DOOR),SUV - SMALL,3.6,6,A5,X,22,294,1
JEEP,WRANGLER 4X4 (2-DOOR),SUV - SMALL,3.6,6,M6,X,22,294,1
JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,3.6,6,A5,X,21,308,1
JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,3.6,6,M6,X,21,308,1
KIA,CADENZA,FULL-SIZE,3.3,6,A6,X,26,251,1
KIA,FORTE,MID-SIZE,1.8,4,A6,X,34,191,2
KIA,FORTE,MID-SIZE,1.8,4,M6,X,35,184,2
KIA,FORTE,MID-SIZE,2.0,4,A6,X,34,193,2
KIA,FORTE,MID-SIZE,2.0,4,M6,X,34,193,2
KIA,FORTE 5,FULL-SIZE,1.6,4,A6,X,29,223,2
KIA,FORTE 5,FULL-SIZE,1.6,4,M6,X,29,225,2
KIA,FORTE 5,FULL-SIZE,2.0,4,A6,X,34,193,2
KIA,FORTE 5,FULL-SIZE,2.0,4,M6,X,33,196,2
KIA,FORTE KOUP,COMPACT,1.6,4,A6,X,30,216,2
KIA,FORTE KOUP,COMPACT,1.6,4,M6,X,29,221,2
KIA,FORTE KOUP,COMPACT,2.0,4,A6,X,34,193,2
KIA,FORTE KOUP,COMPACT,2.0,4,M6,X,33,198,2
KIA,OPTIMA,MID-SIZE,2.0,4,A6,X,29,228,2
KIA,OPTIMA,MID-SIZE,2.4,4,A6,X,32,200,2
KIA,OPTIMA HYBRID,MID-SIZE,2.4,4,AS6,X,46,143,2
KIA,OPTIMA HYBRID EX,MID-SIZE,2.4,4,AS6,X,44,147,2
KIA,RIO,COMPACT,1.6,4,A6,X,37,175,2
KIA,RIO,COMPACT,1.6,4,M6,X,37,177,2
KIA,RIO ECO,COMPACT,1.6,4,A6,X,37,175,2
KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,A6,X,31,212,2
KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,M6,X,30,214,2
KIA,SEDONA,MINIVAN,3.5,6,A6,X,24,276,1
KIA,SORENTO,SUV - SMALL,2.4,4,A6,X,27,237,2
KIA,SORENTO,SUV - SMALL,3.3,6,A6,X,25,262,1
KIA,SORENTO 4WD,SUV - SMALL,2.4,4,A6,X,26,253,1
KIA,SORENTO 4WD,SUV - SMALL,3.3,6,A6,X,24,271,1
KIA,SOUL,STATION WAGON - SMALL,1.6,4,A6,X,32,205,2
KIA,SOUL,STATION WAGON - SMALL,1.6,4,M6,X,31,207,2
KIA,SOUL,STATION WAGON - SMALL,2.0,4,A6,X,31,209,2
KIA,SOUL ECO Dynamics,STATION WAGON - SMALL,2.0,4,A6,X,32,202,2
KIA,SPORTAGE,SUV - SMALL,2.4,4,A6,X,28,230,2
KIA,SPORTAGE,SUV - SMALL,2.4,4,M6,X,25,260,1
KIA,SPORTAGE AWD,SUV - SMALL,2.0,4,A6,X,25,262,1
KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,A6,X,26,246,1
LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,A7,Z,15,421,0
LAMBORGHINI,GALLARDO COUPE,TWO-SEATER,5.2,10,A6,Z,18,361,0
LAMBORGHINI,GALLARDO COUPE,TWO-SEATER,5.2,10,M6,Z,16,400,0
LAND ROVER,LR2,SUV - SMALL,2.0,4,AS6,Z,24,274,1
LAND ROVER,LR4,SUV - STANDARD,3.0,6,AS8,Z,19,334,1
LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2.0,4,AS9,Z,29,225,2
LAND ROVER,RANGE ROVER EVOQUE COUPE,SUV - SMALL,2.0,4,AS9,Z,29,225,2
LAND ROVER,RANGE ROVER LWB V8 5.0 SC,SUV - STANDARD,5.0,8,AS8,Z,18,354,0
LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,Z,19,347,0
LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,E,13,342,0
LAND ROVER,RANGE ROVER SPORT V6 3.0 SC,SUV - STANDARD,3.0,6,AS8,Z,23,285,1
LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3.0,6,AS8,Z,23,285,1
LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3.0,6,AS8,E,16,278,1
LAND ROVER,RANGE ROVER SPORT V8 5.0 SC,SUV - STANDARD,5.0,8,AS8,Z,19,345,0
LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,Z,19,338,0
LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,E,14,331,0
LAND ROVER,RANGE ROVER V6 3.0 SC,SUV - STANDARD,3.0,6,AS8,Z,23,283,1
LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3.0,6,AS8,Z,23,283,1
